algorithm,init,crossover,Range_mean,Range_std,MinSum_mean,MinSum_std,SumMin_mean,SumMin_std,MaxToleranceRate_mean,MaxToleranceRate_std,AvgToleranceRate_mean,AvgToleranceRate_std,AvgHammingDistance_mean,AvgHammingDistance_std,Hypervolume_mean,Hypervolume_std,IGD+_mean,IGD+_std,GD+_mean,GD+_std,Average Ranking Overall,Average Ranking (Algorithm),Average Ranking (Initialization),Average Ranking (Crossover),elapsed_sec_mean,elapsed_sec_std,n_solutions_final_front_mean,n_solutions_final_front_std,n_infeasible_final_front_mean,n_infeasible_final_front_std
AGEMOEA2,greedy_multi,1P,0.2132276122315567,0.003133125343941565,1.891491257819575,0.003795928887626252,1.8331264073903786,0.0021461201739613454,0.2530414746543779,0.0041774390537915465,0.15751392236302653,0.008433818557276084,14.077999677627338,0.5665650720573937,0.04155148767194234,0.0004507630366689394,0.0009292657577749441,5.663453073579203e-05,0.04037296260758454,0.0023728610931847732,51.388888888888886,3.3333333333333335,2.3333333333333335,3.888888888888889,375.77652015686033,72.5616828044076,220.0,0.0,0.0,0.0
AGEMOEA2,greedy_multi,2P,0.23987330419715427,0.015310297466820343,1.8812666859915204,0.00946717916573717,1.8147557309806668,0.01232855213073838,0.2596305006234888,0.0040493925839217345,0.16188912879220288,0.016383825035570936,15.586447453255966,1.1319943273437623,0.045596642297504694,0.002733872046332545,0.0007266439008165148,0.0003964417151504946,0.04611908420668818,0.004472411698721131,47.888888888888886,3.3333333333333335,2.3333333333333335,3.111111111111111,364.476079416275,111.12223230305865,220.0,0.0,0.0,0.0
AGEMOEA2,greedy_multi,HUX,0.2897192390095088,0.033821932502411424,1.8582162766410035,0.011314562244150488,1.778151872974039,0.02219953352070412,0.26408115877930116,0.009463306149635977,0.1698828358682967,0.018990863060301583,17.590859929078015,1.8051256155393847,0.05414215200462903,0.005296801511858397,0.000693455838038859,0.0003439210031995393,0.05332911902917218,0.006782702540881664,43.666666666666664,3.3333333333333335,2.3333333333333335,1.7777777777777777,335.9512815475464,92.43362548476257,220.0,0.0,0.0,0.0
AGEMOEA2,greedy_multi,UX,0.2992866852179154,0.01796828342608326,1.8600030918091661,0.0066457218872791905,1.7743281655370908,0.01112431003496171,0.2664124493392786,0.007135341207390681,0.17973754490855232,0.006706467725331746,19.272342843326886,1.3802213130870844,0.054982293644391465,0.0027322385442267554,0.0008803570336815448,5.272870102983082e-05,0.05984894980356117,0.005465745663599574,43.5,3.3333333333333335,2.3333333333333335,1.2222222222222223,359.84281902313234,68.93141354691953,220.0,0.0,0.0,0.0
AGEMOEA2,greedy_ting,1P,2.229309057536014,0.12127922838766947,1.5150936654349985,0.0252293104073815,0.681402559864001,0.07195281961665838,0.2244473728483951,0.004366714093474167,0.15439181731268448,0.012308003480263075,100.80376934235976,10.03466378403909,0.45453044954887367,0.012954202423678687,0.07880656731459748,0.05341901681515924,0.5775950072595816,0.06496701705350409,36.666666666666664,3.3333333333333335,1.8888888888888888,3.888888888888889,508.9297920227051,50.132421894471705,220.0,0.0,0.0,0.0
AGEMOEA2,greedy_ting,2P,2.2253638446624526,0.08111465849080114,1.506813144624963,0.013568850613780863,0.6733822166221424,0.03309787980362467,0.22320634759648073,0.004359618038362222,0.1548497130067199,0.004652733927887776,97.51282076079949,5.8386804698555475,0.4601361374230222,0.007986305228631401,0.07552063879191553,0.05296331693356391,0.5506975422067555,0.040564423969558686,37.111111111111114,3.3333333333333335,1.8888888888888888,3.111111111111111,454.8567975521088,63.64424251349184,220.0,0.0,0.0,0.0
AGEMOEA2,greedy_ting,HUX,1.855954238656087,0.215451479098353,1.506096794165419,0.015196997561054451,0.8263949505924104,0.08922420996358432,0.23182882935403323,0.006899138213356331,0.1758374028102454,0.007615076042666421,97.78765473887815,5.861981161808504,0.4213565149217574,0.014087024471387698,0.10269957665767815,0.07732995488552458,0.5321687324932525,0.030357403998892453,37.333333333333336,3.3333333333333335,1.8888888888888888,1.7777777777777777,415.8089461326599,42.04490470124064,220.0,0.0,0.0,0.0
AGEMOEA2,greedy_ting,UX,1.7867914345061213,0.1764302057357316,1.4937623362165777,0.016082694092766137,0.8451413564574143,0.061433484639168555,0.23786400126477222,0.01101721166219281,0.17767836112844868,0.01034741620982873,93.21629432624113,8.322997077699734,0.4259560553138485,0.004098990949961774,0.13424246604303594,0.07787600358686333,0.49928466115926035,0.04730154568228835,35.666666666666664,3.3333333333333335,1.8888888888888888,1.2222222222222223,499.4051854133606,53.67239252125907,220.0,0.0,0.0,0.0
AGEMOEA2,random_dense,1P,1.1981434237646318,0.1327380392466971,1.4894935315067046,0.012357443692865015,1.0412249324082716,0.05325608061708389,0.22734407863292677,0.005721562914689026,0.191569858409746,0.006710642828724134,132.4616698903933,4.211103255873495,0.4174398633191273,0.013780790759718874,0.5174668297762595,0.02909334046618848,0.76610235552973,0.03303736549111267,43.333333333333336,3.3333333333333335,1.7777777777777777,3.888888888888889,474.59193458557127,63.10760481447465,220.0,0.0,0.0,0.0
AGEMOEA2,random_dense,2P,1.3356413017900712,0.06003940876018796,1.4806921788865295,0.013804541035621095,0.9797061894967649,0.014030583073417926,0.23178382701237807,0.006018532677466378,0.19223732156521234,0.004601916367162174,130.78728401031594,3.2688213741898773,0.4382009288235583,0.0037162503471467262,0.4771681167676604,0.026447573946995612,0.7467063374100487,0.022994435712987277,37.888888888888886,3.3333333333333335,1.7777777777777777,3.111111111111111,466.75088872909544,53.39837468989372,220.0,0.0,0.0,0.0
AGEMOEA2,random_dense,HUX,1.3091823828314113,0.06399352834325418,1.4294900291500396,0.012875771683949083,0.9098883283775854,0.031121992179625427,0.2466772185917045,0.00225221902949449,0.20980287414091014,0.00208214164471908,140.58659493874922,5.218345040343582,0.4779855103402757,0.006880889787474523,0.5062314644124266,0.048341888945378816,0.7888835797441665,0.04264727096578888,31.22222222222222,3.3333333333333335,1.7777777777777777,1.7777777777777777,488.21610436439516,17.211881477234915,220.0,0.0,0.0,0.0
AGEMOEA2,random_dense,UX,1.3041389350882955,0.11113565643820701,1.4327058366493124,0.011095746871945061,0.9306214323770453,0.03869610254773605,0.24707601322391573,0.00710397749126949,0.20612513039185204,0.006909986010747934,135.4388571889104,3.7743692951744334,0.4694804517175485,0.012721802149549667,0.47546678569031753,0.028358166027542882,0.7485180943723787,0.02973279883736382,31.666666666666668,3.3333333333333335,1.7777777777777777,1.2222222222222223,487.93487281799315,28.683241136277445,220.0,0.0,0.0,0.0
NSGA2,greedy_multi,1P,0.24098605472074977,0.023886429179403645,1.8820974060090279,0.011497044646954257,1.814841803174475,0.017450808920318313,0.2503418803418803,0.005985957707655745,0.16562061905631706,0.004652165524366513,15.458974823575536,1.1272676306045522,0.045590824031294094,0.003891875338594475,3.127986959060442e-05,3.505686907492856e-05,0.045386427245975206,0.004323343449880467,47.55555555555556,2.2222222222222223,2.3333333333333335,3.888888888888889,263.2068469047546,8.906574717698627,219.0,1.2247448713915912,1.0,1.224744871391589
